Time,In,Out,UtilIn,UtilOut,Error,Discards,SpikeMG,ChangePointMG
25/Jan/2024 01:45:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 01:48:00,5767,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 01:51:00,5214,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 01:54:00,5532,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 01:57:00,5496,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:00:00,5403,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:03:00,5748,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:06:00,5042,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:09:00,5722,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:12:00,5441,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:15:00,7146,11694,0.10%,0.10%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:18:00,4645,2746,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:21:00,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:24:00,6111,3626,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:27:00,5665,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:30:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:33:00,4983,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:36:00,5044,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:39:00,6241,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:42:00,5571,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:45:00,5384,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:48:00,4871,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:51:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:54:00,5877,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 02:57:00,5683,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:00:00,5197,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:03:00,5156,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:06:00,5536,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:09:00,5877,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:12:00,5456,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:15:00,4814,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:18:00,5440,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:21:00,5806,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:24:00,5709,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:27:00,5358,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:30:00,5138,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:33:00,5862,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:36:00,5933,3626,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:39:00,5289,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:42:00,5057,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:45:00,5422,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:48:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:51:00,5330,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:54:00,5858,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 03:57:00,5455,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:00:00,5442,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:03:00,5386,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:06:00,5270,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:09:00,5840,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:12:00,5627,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:15:00,5330,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:18:00,5384,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:21:00,4928,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:24:00,5836,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:27:00,5441,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:30:00,5956,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:33:00,5156,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:36:00,5057,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:39:00,5330,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:42:00,6370,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:45:00,5574,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:48:00,4928,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:51:00,5289,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:54:00,5571,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 04:57:00,5933,3626,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:00:00,5156,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:03:00,4985,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:06:00,5806,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:09:00,5950,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:12:00,5554,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:15:00,4646,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:18:00,5513,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:21:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:24:00,5536,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:27:00,5804,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:30:00,4984,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:33:00,5571,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:36:00,5554,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:39:00,5403,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:42:00,5709,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:45:00,5270,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:48:00,5571,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:51:00,5386,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:54:00,5287,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 05:57:00,5533,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:00:00,5457,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:03:00,5694,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:06:00,5422,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:09:00,5042,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:12:00,5778,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:15:00,5403,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:18:00,5554,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:21:00,5707,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:24:00,5421,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:27:00,5480,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:30:00,5515,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:33:00,5328,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:36:00,5309,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:39:00,5763,3626,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:42:00,5515,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:45:00,5536,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:48:00,5267,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:51:00,4930,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:54:00,5515,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 06:57:00,5989,3626,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:00:00,5821,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:03:00,4872,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:06:00,5272,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:09:00,5536,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:12:00,6314,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:15:00,5285,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:18:00,5044,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:21:00,5442,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:24:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:27:00,5836,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:30:00,5197,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:33:00,5536,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:36:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:39:00,6006,3626,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:42:00,4889,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:45:00,5270,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:48:00,5862,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:51:00,5536,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:54:00,5102,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 07:57:00,5565,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:00:00,5384,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:03:00,5862,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:06:00,5330,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:09:00,5059,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:12:00,5702,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:15:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:18:00,5386,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:21:00,5270,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:24:00,5552,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:27:00,5801,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:30:00,5386,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:33:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:36:00,5042,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:39:00,5722,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:42:00,5330,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:45:00,5933,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:48:00,5422,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:51:00,4960,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:54:00,5330,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 08:57:00,5442,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:00:00,6370,3626,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:03:00,5136,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:06:00,5099,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:09:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:12:00,5571,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:15:00,6127,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:18:00,4945,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:21:00,5384,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:24:00,5609,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:27:00,5536,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:30:00,4947,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:33:00,5955,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:36:00,5571,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:39:00,5627,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:42:00,5216,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:45:00,5307,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:48:00,5574,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:51:00,5571,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:54:00,5330,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 09:57:00,5365,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:00:00,5326,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:03:00,6006,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:06:00,5368,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:09:00,5343,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:12:00,5330,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:15:00,5384,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:18:00,5838,3626,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:21:00,5627,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:24:00,5042,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:27:00,5194,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:30:00,5330,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:33:00,6425,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:36:00,5384,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:39:00,4928,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:42:00,5216,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:45:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:48:00,6481,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:51:00,5042,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:54:00,5026,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 10:57:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:00:00,5627,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:03:00,6256,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:06:00,4684,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:09:00,5536,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:12:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:15:00,5571,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:18:00,4947,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:21:00,6011,3626,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:24:00,5442,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:27:00,5553,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:30:00,5254,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:33:00,5001,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:36:00,6183,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:39:00,5627,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:42:00,5330,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:45:00,5115,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:48:00,5174,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:51:00,5950,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:54:00,5386,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 11:57:00,5821,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:00:00,5057,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:03:00,5384,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:06:00,5785,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:09:00,5571,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:12:00,5156,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:15:00,4986,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:18:00,5879,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:21:00,5950,3626,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:24:00,5384,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:27:00,5042,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:30:00,5422,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:33:00,5767,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:36:00,6006,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:39:00,5098,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:42:00,5156,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:45:00,5368,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:48:00,5609,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:51:00,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:54:00,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 12:57:00,5216,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:00:00,5571,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:03:00,5988,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:06:00,5042,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:09:00,5466,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:12:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:15:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:18:00,5851,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:21:00,4930,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:24:00,5498,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:27:00,5536,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:30:00,5821,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:33:00,5382,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:36:00,5384,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:39:00,5554,3626,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:42:00,5806,3570,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:45:00,5020,3570,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:48:00,6681,11645,0.10%,0.10%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:51:00,7457,11644,0.10%,0.10%,0.00%,0.00%,0.80,0.00
25/Jan/2024 13:54:00,5496,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 13:57:00,5763,3568,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:00:00,4829,3624,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:03:00,5931,3568,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:06:00,5496,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:09:00,5440,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:12:00,5001,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:15:00,5515,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:18:00,5931,3568,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:21:00,5496,3624,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:24:00,5384,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:27:00,4996,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:30:00,5212,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:33:00,6239,3568,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:36:00,5457,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:39:00,5250,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:42:00,5055,3624,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:45:00,5931,3568,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:48:00,5366,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:51:00,5933,3568,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:54:00,4999,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 14:57:00,5420,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:00:00,5384,3624,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:03:00,5931,3568,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:06:00,5629,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:09:00,5227,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:12:00,5328,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:15:00,5496,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:18:00,5855,3568,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:21:00,4999,3624,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:24:00,5287,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:27:00,5478,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:30:00,5860,3568,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:33:00,5475,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:36:00,0,0,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:39:00,5569,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:42:00,5916,3624,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:45:00,5382,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:48:00,4682,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:51:00,6077,3568,0.10%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:54:00,5534,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
25/Jan/2024 15:57:00,5496,3568,0.00%,0.00%,0.00%,0.00%,0.00,0.00
